English,Bengali
I can't live that kind of life.,আমি ওই ভাবে জীবনযাপন করতে পারবো না।
I don't want to argue with you.,আমি তোমার সঙ্গে তর্ক করতে চাই না।
I don't want to wait that long.,আমি অতক্ষণ অপেক্ষা করতে চাই না।
I donated blood this afternoon.,আমি আজ দুপুরে রক্তদান করলাম।
I finally got across the river.,অবশেষে আমি নদী পড়োতে পারলাম।
I got up at seven this morning.,আজ সকালে আমি সাতটার সময় উঠেছি।
I think Tom only speaks French.,আমার মনে হয় টম খালি ফরাসি ভাষায় কথা বলে।
I want something cold to drink.,আমি ঠান্ডা কিছু খেতে চাই।
I'd like to stay for one night.,আমি এক রাতের জন্য থাকতে চাই।
I'm looking for a mango to eat.,আমি একটা আম খুঁজছি খাওয়ার জন্য।
"I'm sorry, but it's impossible.","আমায় ক্ষমা করবেন, কিন্তু এটা সম্ভব নয়।"
I'm three years older than you.,আমি তোমার থেকে তিন বছরের বড়ো।
I've never told this to anyone.,আমি একথা কোনদিন কাউকে বলিনি।
Is this the way to the station?,এটা কি স্টেশনে যাওয়ার রাস্তা?
It's a pity when somebody dies.,কেউ মারা গেলে খুব খারাপ লাগে।
My hobby is listening to music.,গান শোনা আমার নেশা।
My mother plays the piano well.,আমার মা খুব ভাল পিয়ানো বাজাতে পারে।
My throat hurts when I swallow.,আমি যখন গিলতে যাই তখন আমার গলা ব্যাথা করে।
Please show me the green shirt.,আমাকে একটু সবুজ জামাটা দেখাবেন।
Please wait till he comes back.,উনি আসা পর্যন্ত দয়া করে অপেক্ষা করুন।
She can say whatever she wants.,ওনার যা ইচ্ছে উনি বলতে পারেন।
Someday I'll run like the wind.,কোনো একদিন আমি হাওয়ার মত দৌড়াবো।
Spanish is her native language.,স্প্যানিশ তাঁর মাতৃভাষা।
That book is written in French.,ওই বইটা ফরাসিতে লেখা হয়েছে।
The hospital opened last month.,হাসপাতালটা গত মাসে খুলেছে।
There is a mistake in the bill.,বিলটায় একটা ভুল আছে।
This can't wait until tomorrow.,এটা আগামীকাল অবধি অপেক্ষা করতে পারবে না।
This hotel was built last year.,হোটেলটি গত বছর তৈরি হয়েছিল।
This house is my grandfather's.,এই বাড়িটা আমার দাদুর।
This material stretches easily.,এই বস্তুটি সহজেই প্রসারিত হয়।
This product was made in China.,এই পন্যটি চায়নায় তৈরি।
This room has air conditioning.,এই ঘরে এসি আছে।
Those roses are very beautiful.,ওই গোলাপ ফুলগুলো খুব সুন্দর।
Tom hardly ever keeps his word.,টম খুব কমই তার কথা রাখে।
Tom is a bit shorter than Mary.,টম মেরির থেকে একটু বেঁটে।
Tom left without saying a word.,টম কোনো কথা না বলে চলে গেল।
Tom likes chocolate cake a lot.,টম চকলেট কেক খুব পছন্দ করে।
Tom tried to keep from smiling.,টম না হাসার চেষ্টা করছিল।
